"mid","gid"
"106661","14"
"106665","14"
"106672","14"
"106703","14"
"106713","14"
"106718","14"
"106778","14"
"107910","14"
"112594","14"
"124471","14"
"138530","14"
"141941","14"
"142300","14"
"152251","14"
"154524","14"
"154529","14"
"157421","14"
"159597","14"
"159818","14"
"170657","14"
"172607","14"
"172780","14"
"172972","14"
"173018","14"
"173042","14"
"173124","14"
"181870","14"
"187440","14"
"190423","14"
"200170","14"
"201358","14"
"217923","14"
"220724","14"
"221076","14"
"221461","14"
"246942","14"
"250482","14"
"250638","14"
"252505","14"
"252864","14"
"253400","14"
"254672","14"
"255779","14"
"257501","14"
"257648","14"
"257881","14"
"271617","14"
"276090","14"
"282156","14"
"299822","14"
"299824","14"
"303538","14"
"311082","14"
"311324","14"
"319195","14"
"332393","14"
"334298","14"
"337422","14"
"341405","14"
"344645","14"
"345801","14"
"360423","14"
"363209","14"
"372836","14"
"377007","14"
"381890","14"
"381902","14"
"387749","14"
"389201","14"
"389495","14"
"395575","14"
"402063","14"
"403148","14"
"403781","14"
"403866","14"
"403934","14"
"406429","14"
"407526","14"
"411214","14"
"420635","14"
"423154","14"
"433845","14"
"434221","14"
"435800","14"
"437543","14"
"437897","14"
"447242","14"
"447729","14"
"447731","14"
"447753","14"
"453660","14"
"454016","14"
"458461","14"
"462773","14"
"466438","14"
"466924","14"
"474125","14"
"478954","14"
"481340","14"
"481394","14"
"482257","14"
"482377","14"
"482408","14"
"483285","14"
"483469","14"
"484997","14"
"485449","14"
"488932","14"
"493642","14"
"1273","16"
"9502","16"
"10674","16"
"22809","16"
"23698","16"
"44424","16"
"45479","16"
"46711","16"
"49444","16"
"50393","16"
"73884","16"
"80779","16"
"82061","16"
"85508","16"
"95728","16"
"116265","16"
"137386","16"
"140300","16"
"145954","16"
"271617","16"
"274862","16"
"307466","16"
"313616","16"
"335777","16"
"387592","16"
"403114","16"
"407636","16"
"417321","16"
"422531","16"
"431591","16"
"489356","16"
"13","18"
"79","18"
"146","18"
"746","18"
"843","18"
"844","18"
"1248","18"
"1436","18"
"1439","18"
"1494","18"
"1904","18"
"2008","18"
"2111","18"
"2314","18"
"2463","18"
"4588","18"
"6972","18"
"7549","18"
"8341","18"
"8435","18"
"8943","18"
"9050","18"
"9404","18"
"9550","18"
"9581","18"
"9594","18"
"10109","18"
"10265","18"
"10387","18"
"10404","18"
"10451","18"
"10617","18"
"10623","18"
"10703","18"
"10775","18"
"10835","18"
"10855","18"
"10995","18"
"10997","18"
"11018","18"
"11104","18"
"11143","18"
"11220","18"
"11332","18"
"11471","18"
"11492","18"
"11553","18"
"11554","18"
"11636","18"
"11647","18"
"11653","18"
"11702","18"
"11713","18"
"11909","18"
"11960","18"
"12276","18"
"12289","18"
"12543","18"
"12572","18"
"12780","18"
"13127","18"
"13361","18"
"13405","18"
"13514","18"
"13688","18"
"14202","18"
"14283","18"
"14310","18"
"14392","18"
"14449","18"
"14538","18"
"14596","18"
"14735","18"
"14756","18"
"14797","18"
"14808","18"
"15077","18"
"15384","18"
"15804","18"
"15923","18"
"16269","18"
"16411","18"
"16657","18"
"16687","18"
"17422","18"
"17808","18"
"18031","18"
"18232","18"
"18311","18"
"18329","18"
"18385","18"
"18426","18"
"18476","18"
"18666","18"
"18667","18"
"18674","18"
"18704","18"
"18747","18"
"18758","18"
"18763","18"
"18767","18"
"18817","18"
"18822","18"
"18857","18"
"18877","18"
"19935","18"
"20002","18"
"20083","18"
"20342","18"
"21345","18"
"21537","18"
"23019","18"
"23676","18"
"23698","18"
"23981","18"
"24163","18"
"24444","18"
"24546","18"
"24889","18"
"24986","18"
"25074","18"
"25187","18"
"25355","18"
"25423","18"
"25474","18"
"25536","18"
"25538","18"
"25626","18"
"25654","18"
"25661","18"
"25664","18"
"25676","18"
"25838","18"
"26136","18"
"26150","18"
"26422","18"
"26615","18"
"26784","18"
"27060","18"
"27062","18"
"28039","18"
"28772","18"
"29014","18"
"29346","18"
"29363","18"
"29459","18"
"29584","18"
"29594","18"
"29972","18"
"30112","18"
"30265","18"
"30596","18"
"30600","18"
"31185","18"
"31439","18"
"31614","18"
"31642","18"
"31680","18"
"32162","18"
"32233","18"
"32516","18"
"32520","18"
"32582","18"
"32629","18"
"32909","18"
"33840","18"
"34179","18"
"34182","18"
"34216","18"
"34526","18"
"34561","18"
"34800","18"
"35170","18"
"35800","18"
"36113","18"
"36244","18"
"36261","18"
"36266","18"
"36348","18"
"36931","18"
"37185","18"
"37263","18"
"37304","18"
"37472","18"
"37486","18"
"37528","18"
"37557","18"
"37703","18"
"37711","18"
"37849","18"
"38025","18"
"38030","18"
"38037","18"
"38057","18"
"38143","18"
"38155","18"
"38181","18"
"38407","18"
"38575","18"
"39390","18"
"39560","18"
"39693","18"
"39850","18"
"39851","18"
"39857","18"
"40006","18"
"40029","18"
"40081","18"
"40105","18"
"40118","18"
"40751","18"
"40832","18"
"40889","18"
"40896","18"
"40974","18"
"40977","18"
"41158","18"
"41161","18"
"41196","18"
"41383","18"
"41400","18"
"41544","18"
"41783","18"
"41819","18"
"41821","18"
"41993","18"
"42006","18"
"42324","18"
"42340","18"
"42842","18"
"42845","18"
"42855","18"
"43152","18"
"43279","18"
"43672","18"
"44133","18"
"44145","18"
"44162","18"
"44217","18"
"44249","18"
"44322","18"
"44458","18"
"44554","18"
"44555","18"
"44558","18"
"44560","18"
"44619","18"
"44673","18"
"44676","18"
"44677","18"
"44742","18"
"44748","18"
"44774","18"
"44837","18"
"44865","18"
"45197","18"
"45217","18"
"45385","18"
"45399","18"
"45408","18"
"45411","18"
"45418","18"
"45437","18"
"45449","18"
"45457","18"
"45459","18"
"45460","18"
"45463","18"
"45464","18"
"45470","18"
"45471","18"
"45473","18"
"45477","18"
"45478","18"
"45484","18"
"45488","18"
"45490","18"
"45491","18"
"45497","18"
"45502","18"
"45505","18"
"45507","18"
"45646","18"
"45859","18"
"45871","18"
"45935","18"
"45999","18"
"46124","18"
"46791","18"
"46871","18"
"46962","18"
"47293","18"
"47428","18"
"47648","18"
"47694","18"
"47854","18"
"48417","18"
"48492","18"
"48773","18"
"48791","18"
"48963","18"
"49260","18"
"49288","18"
"49291","18"
"49516","18"
"49677","18"
"49982","18"
"50146","18"
"50256","18"
"50260","18"
"50319","18"
"50650","18"
"50936","18"
"51245","18"
"51484","18"
"51747","18"
"51885","18"
"52463","18"
"52730","18"
"52768","18"
"52970","18"
"52972","18"
"53168","18"
"53275","18"
"53720","18"
"53807","18"
"53839","18"
"53978","18"
"54328","18"
"54421","18"
"54529","18"
"55042","18"
"55292","18"
"55741","18"
"56031","18"
"56277","18"
"56329","18"
"57624","18"
"57661","18"
"57822","18"
"58570","18"
"58882","18"
"58954","18"
"59292","18"
"59444","18"
"60145","18"
"60415","18"
"60568","18"
"60624","18"
"60788","18"
"60898","18"
"61039","18"
"61040","18"
"61268","18"
"61468","18"
"61477","18"
"61619","18"
"61676","18"
"62456","18"
"62651","18"
"62845","18"
"62976","18"
"62977","18"
"63064","18"
"63416","18"
"63446","18"
"63458","18"
"64015","18"
"64307","18"
"64315","18"
"64316","18"
"64363","18"
"64364","18"
"64885","18"
"64987","18"
"64990","18"
"65133","18"
"65193","18"
"65207","18"
"65321","18"
"65415","18"
"65417","18"
"65652","18"
"66016","18"
"66167","18"
"66171","18"
"66210","18"
"66723","18"
"67245","18"
"67308","18"
"68004","18"
"68422","18"
"68507","18"
"68799","18"
"68883","18"
"68894","18"
"68913","18"
"68981","18"
"69046","18"
"69310","18"
"69586","18"
"69957","18"
"70057","18"
"70916","18"
"72074","18"
"72222","18"
"72445","18"
"72502","18"
"72507","18"
"72681","18"
"72865","18"
"72896","18"
"73652","18"
"73673","18"
"73749","18"
"73751","18"
"73752","18"
"73873","18"
"73884","18"
"74095","18"
"74263","18"
"74266","18"
"74268","18"
"74269","18"
"74274","18"
"74639","18"
"74887","18"
"74888","18"
"75181","18"
"75185","18"
"75188","18"
"75463","18"
"75464","18"
"76131","18"
"76257","18"
"76275","18"
"76349","18"
"76521","18"
"76544","18"
"76758","18"
"77093","18"
"78022","18"
"78031","18"
"78033","18"
"78128","18"
"78166","18"
"78172","18"
"78385","18"
"79434","18"
"79992","18"
"81128","18"
"81344","18"
"81752","18"
"82161","18"
"82952","18"
"83016","18"
"83277","18"
"83706","18"
"83721","18"
"83914","18"
"84700","18"
"84703","18"
"84819","18"
"85020","18"
"85508","18"
"85878","18"
"86425","18"
"87036","18"
"87953","18"
"88048","18"
"88806","18"
"90003","18"
"90548","18"
"90567","18"
"90965","18"
"91186","18"
"91919","18"
"92679","18"
"92990","18"
"93412","18"
"93898","18"
"94406","18"
"94676","18"
"95728","18"
"95919","18"
"96480","18"
"96990","18"
"97520","18"
"98174","18"
"101569","18"
"102263","18"
"102869","18"
"103535","18"
"103847","18"
"104171","18"
"104240","18"
"104509","18"
"104566","18"
"104961","18"
"105825","18"
"105903","18"
"106373","18"
"106651","18"
"106654","18"
"107242","18"
"107485","18"
"107682","18"
"107843","18"
"107897","18"
"107903","18"
"107905","18"
"107906","18"
"107911","18"
"107912","18"
"108128","18"
"108510","18"
"108954","18"
"109051","18"
"109142","18"
"109530","18"
"110410","18"
"111145","18"
"112025","18"
"112435","18"
"112437","18"
"112587","18"
"112929","18"
"114464","18"
"114739","18"
"114983","18"
"115738","18"
"115960","18"
"116154","18"
"117711","18"
"118202","18"
"118211","18"
"118376","18"
"118379","18"
"118416","18"
"118613","18"
"118865","18"
"118984","18"
"119174","18"
"120880","18"
"121154","18"
"121602","18"
"121795","18"
"121823","18"
"122611","18"
"122765","18"
"122973","18"
"124471","18"
"124670","18"
"127329","18"
"127583","18"
"127987","18"
"128842","18"
"129070","18"
"130473","18"
"130922","18"
"131069","18"
"131148","18"
"131859","18"
"133578","18"
"134770","18"
"136303","18"
"136701","18"
"136942","18"
"136943","18"
"137386","18"
"137916","18"
"139329","18"
"140985","18"
"141469","18"
"143479","18"
"143865","18"
"146368","18"
"147423","18"
"147498","18"
"148667","18"
"149961","18"
"152201","18"
"153145","18"
"153270","18"
"153847","18"
"154304","18"
"154989","18"
"155888","18"
"156076","18"
"156077","18"
"156120","18"
"156643","18"
"157229","18"
"157239","18"
"157243","18"
"158251","18"
"159185","18"
"159818","18"
"159862","18"
"160971","18"
"161285","18"
"161295","18"
"161351","18"
"162455","18"
"164755","18"
"165954","18"
"167449","18"
"169499","18"
"171400","18"
"172239","18"
"172642","18"
"172698","18"
"172752","18"
"172766","18"
"172773","18"
"172940","18"
"172947","18"
"173255","18"
"174127","18"
"175348","18"
"175821","18"
"176217","18"
"176325","18"
"176654","18"
"176665","18"
"176875","18"
"177396","18"
"178674","18"
"181308","18"
"181633","18"
"181735","18"
"182127","18"
"182227","18"
"182335","18"
"183849","18"
"186346","18"
"186703","18"
"186882","18"
"186890","18"
"186907","18"
"186940","18"
"187022","18"
"187046","18"
"187050","18"
"187052","18"
"187172","18"
"187369","18"
"187378","18"
"187382","18"
"187387","18"
"187403","18"
"187419","18"
"187422","18"
"187433","18"
"187464","18"
"187466","18"
"187473","18"
"187496","18"
"187500","18"
"187689","18"
"187692","18"
"187760","18"
"190527","18"
"191463","18"
"191504","18"
"192933","18"
"193551","18"
"194523","18"
"194646","18"
"195748","18"
"196325","18"
"196420","18"
"199296","18"
"199542","18"
"201531","18"
"202179","18"
"202514","18"
"203476","18"
"203530","18"
"203598","18"
"203996","18"
"204315","18"
"204932","18"
"205464","18"
"206047","18"
"206260","18"
"206452","18"
"206592","18"
"206600","18"
"206605","18"
"206624","18"
"206796","18"
"207052","18"
"207340","18"
"210778","18"
"210911","18"
"211207","18"
"211425","18"
"211513","18"
"211866","18"
"212240","18"
"212372","18"
"212375","18"
"212992","18"
"212995","18"
"212996","18"
"213001","18"
"213015","18"
"213169","18"
"213478","18"
"213608","18"
"213646","18"
"214989","18"
"216008","18"
"218801","18"
"219187","18"
"219572","18"
"220585","18"
"220887","18"
"221014","18"
"221077","18"
"222216","18"
"222303","18"
"223596","18"
"224129","18"
"225877","18"
"230152","18"
"230236","18"
"230839","18"
"231743","18"
"231995","18"
"232569","18"
"232595","18"
"232644","18"
"233112","18"
"233308","18"
"236329","18"
"237696","18"
"240089","18"
"240106","18"
"240874","18"
"241375","18"
"241761","18"
"242612","18"
"243439","18"
"243495","18"
"243919","18"
"244188","18"
"244971","18"
"245592","18"
"247954","18"
"248212","18"
"250049","18"
"251531","18"
"252220","18"
"252319","18"
"253450","18"
"253642","18"
"253848","18"
"254003","18"
"254580","18"
"254765","18"
"255218","18"
"255302","18"
"255756","18"
"255768","18"
"255779","18"
"255782","18"
"255786","18"
"255803","18"
"255817","18"
"255825","18"
"255856","18"
"255858","18"
"255860","18"
"255863","18"
"255866","18"
"255951","18"
"255963","18"
"255976","18"
"256077","18"
"256082","18"
"256083","18"
"256086","18"
"256096","18"
"256106","18"
"256807","18"
"257642","18"
"258334","18"
"259079","18"
"259565","18"
"259943","18"
"260334","18"
"261128","18"
"261149","18"
"261152","18"
"261168","18"
"261183","18"
"261292","18"
"261293","18"
"261478","18"
"261487","18"
"261499","18"
"263341","18"
"264264","18"
"264539","18"
"265310","18"
"265710","18"
"267971","18"
"268288","18"
"269731","18"
"269732","18"
"271220","18"
"271291","18"
"271537","18"
"271614","18"
"272131","18"
"273197","18"
"275625","18"
"275663","18"
"276090","18"
"277026","18"
"277718","18"
"280591","18"
"280928","18"
"281087","18"
"282469","18"
"283427","18"
"283913","18"
"284278","18"
"284552","18"
"286089","18"
"286217","18"
"287022","18"
"287024","18"
"287026","18"
"287222","18"
"287324","18"
"287888","18"
"288788","18"
"289930","18"
"291094","18"
"291446","18"
"293071","18"
"293236","18"
"293240","18"
"293246","18"
"293289","18"
"293294","18"
"293300","18"
"293885","18"
"294991","18"
"294993","18"
"295013","18"
"295273","18"
"295907","18"
"297747","18"
"298203","18"
"298307","18"
"298458","18"
"299041","18"
"300168","18"
"303047","18"
"303121","18"
"303492","18"
"303501","18"
"307154","18"
"308703","18"
"308706","18"
"308924","18"
"308925","18"
"308927","18"
"308938","18"
"309769","18"
"309795","18"
"310356","18"
"311179","18"
"311811","18"
"312729","18"
"312914","18"
"313097","18"
"313100","18"
"313101","18"
"313183","18"
"313616","18"
"314388","18"
"314866","18"
"315010","18"
"315669","18"
"316783","18"
"316860","18"
"317176","18"
"318382","18"
"318385","18"
"318644","18"
"320132","18"
"321954","18"
"322160","18"
"323260","18"
"323430","18"
"323972","18"
"325649","18"
"329206","18"
"329687","18"
"330733","18"
"331576","18"
"331931","18"
"332922","18"
"332980","18"
"334132","18"
"336419","18"
"336441","18"
"337219","18"
"340603","18"
"341230","18"
"341397","18"
"341564","18"
"343140","18"
"344556","18"
"344938","18"
"345674","18"
"345725","18"
"348595","18"
"348719","18"
"350853","18"
"351493","18"
"354072","18"
"355057","18"
"355381","18"
"355421","18"
"355433","18"
"355604","18"
"355935","18"
"355988","18"
"355996","18"
"356006","18"
"356050","18"
"356103","18"
"356139","18"
"356784","18"
"357940","18"
"358304","18"
"359879","18"
"360227","18"
"360731","18"
"361485","18"
"362791","18"
"364042","18"
"364329","18"
"364408","18"
"364411","18"
"365222","18"
"366091","18"
"366313","18"
"367196","18"
"367210","18"
"368915","18"
"369124","18"
"369486","18"
"369538","18"
"369562","18"
"369575","18"
"370723","18"
"372745","18"
"372986","18"
"372988","18"
"372989","18"
"372990","18"
"373200","18"
"374566","18"
"374640","18"
"375447","18"
"376277","18"
"376549","18"
"377116","18"
"377232","18"
"378065","18"
"378462","18"
"378913","18"
"380007","18"
"380762","18"
"381552","18"
"382572","18"
"382635","18"
"384337","18"
"384758","18"
"384766","18"
"385748","18"
"386235","18"
"386352","18"
"386528","18"
"386535","18"
"387476","18"
"387480","18"
"387505","18"
"387544","18"
"387578","18"
"387686","18"
"387749","18"
"387755","18"
"387934","18"
"387937","18"
"388403","18"
"388423","18"
"388496","18"
"388506","18"
"389495","18"
"390998","18"
"391477","18"
"394051","18"
"394856","18"
"395694","18"
"396192","18"
"396520","18"
"397363","18"
"398551","18"
"399295","18"
"399566","18"
"400069","18"
"400311","18"
"400385","18"
"400604","18"
"401457","18"
"401666","18"
"401670","18"
"401706","18"
"401786","18"
"401788","18"
"401796","18"
"401798","18"
"401926","18"
"401929","18"
"401934","18"
"402057","18"
"402059","18"
"402213","18"
"402548","18"
"402611","18"
"402626","18"
"402826","18"
"402832","18"
"402842","18"
"403021","18"
"403022","18"
"403023","18"
"403032","18"
"403114","18"
"403151","18"
"403156","18"
"403427","18"
"403741","18"
"403781","18"
"403907","18"
"404272","18"
"404304","18"
"404336","18"
"404369","18"
"404371","18"
"404526","18"
"404904","18"
"405597","18"
"405610","18"
"406898","18"
"407039","18"
"407400","18"
"407408","18"
"407409","18"
"407412","18"
"407462","18"
"407637","18"
"407664","18"
"407781","18"
"407795","18"
"407805","18"
"407810","18"
"408210","18"
"408430","18"
"409478","18"
"410578","18"
"410897","18"
"410979","18"
"411005","18"
"411052","18"
"411268","18"
"411432","18"
"411434","18"
"411438","18"
"411443","18"
"411603","18"
"411815","18"
"411817","18"
"412052","18"
"412405","18"
"412891","18"
"412986","18"
"413197","18"
"413745","18"
"413838","18"
"414216","18"
"415481","18"
"415776","18"
"416240","18"
"416249","18"
"418032","18"
"419242","18"
"420644","18"
"420991","18"
"421834","18"
"422239","18"
"422436","18"
"422653","18"
"422657","18"
"422785","18"
"423116","18"
"423125","18"
"423701","18"
"423879","18"
"425009","18"
"425258","18"
"425743","18"
"425848","18"
"425852","18"
"425985","18"
"426108","18"
"426234","18"
"427276","18"
"427286","18"
"427299","18"
"427358","18"
"427744","18"
"427882","18"
"427963","18"
"427972","18"
"429592","18"
"430769","18"
"431579","18"
"432532","18"
"432881","18"
"433395","18"
"433563","18"
"434221","18"
"435444","18"
"435621","18"
"436774","18"
"437216","18"
"437263","18"
"437266","18"
"437814","18"
"438063","18"
"438081","18"
"438277","18"
"438279","18"
"438857","18"
"438934","18"
"438963","18"
"439153","18"
"439323","18"
"440062","18"
"440093","18"
"440211","18"
"440895","18"
"440904","18"
"440926","18"
"441075","18"
"441391","18"
"441393","18"
"441487","18"
"441531","18"
"441543","18"
"442015","18"
"442020","18"
"442061","18"
"442116","18"
"442158","18"
"442165","18"
"442686","18"
"442690","18"
"443211","18"
"444138","18"
"444185","18"
"444191","18"
"444402","18"
"444973","18"
"445071","18"
"445940","18"
"445942","18"
"446533","18"
"447344","18"
"447535","18"
"447729","18"
"448603","18"
"448766","18"
"448968","18"
"449038","18"
"449096","18"
"449505","18"
"449578","18"
"449698","18"
"449950","18"
"450544","18"
"450616","18"
"450692","18"
"450697","18"
"451122","18"
"451464","18"
"451466","18"
"451489","18"
"451498","18"
"451660","18"
"451675","18"
"451774","18"
"451944","18"
"452400","18"
"452551","18"
"452558","18"
"452767","18"
"452842","18"
"453658","18"
"453660","18"
"453662","18"
"453667","18"
"453769","18"
"453774","18"
"453777","18"
"453785","18"
"453789","18"
"453969","18"
"454016","18"
"455231","18"
"455392","18"
"455578","18"
"456797","18"
"458056","18"
"458165","18"
"458194","18"
"458299","18"
"458475","18"
"458476","18"
"459318","18"
"459489","18"
"459669","18"
"460003","18"
"460079","18"
"460080","18"
"461324","18"
"461357","18"
"461578","18"
"461760","18"
"461907","18"
"462211","18"
"462215","18"
"462259","18"
"462763","18"
"462771","18"
"462778","18"
"462779","18"
"462910","18"
"462922","18"
"463319","18"
"464131","18"
"464673","18"
"465992","18"
"466924","18"
"467136","18"
"467144","18"
"467159","18"
"467717","18"
"468892","18"
"469674","18"
"471843","18"
"472603","18"
"473068","18"
"474197","18"
"474420","18"
"476310","18"
"477002","18"
"477430","18"
"477679","18"
"477682","18"
"478275","18"
"478286","18"
"478291","18"
"478316","18"
"478319","18"
"478880","18"
"478887","18"
"478954","18"
"478956","18"
"478984","18"
"479272","18"
"480691","18"
"481019","18"
"481253","18"
"481299","18"
"481308","18"
"481340","18"
"481350","18"
"481464","18"
"481508","18"
"481617","18"
"482073","18"
"482274","18"
"482275","18"
"482590","18"
"483043","18"
"483088","18"
"483089","18"
"483093","18"
"483412","18"
"483469","18"
"483660","18"
"483838","18"
"484122","18"
"484375","18"
"484523","18"
"485036","18"
"485075","18"
"485170","18"
"485825","18"
"486154","18"
"486284","18"
"486898","18"
"488928","18"
"489091","18"
"489313","18"
"489376","18"
"490761","18"
"491239","18"
"491602","18"
"491937","18"
"492101","18"
"492105","18"
"492106","18"
"492108","18"
"493642","18"
"4961","27"
"9048","27"
"9050","27"
"9060","27"
"13402","27"
"15724","27"
"17158","27"
"17457","27"
"18476","27"
"22422","27"
"24330","27"
"24674","27"
"24922","27"
"25355","27"
"26480","27"
"26499","27"
"32629","27"
"33908","27"
"36586","27"
"38741","27"
"39278","27"
"39390","27"
"39547","27"
"39857","27"
"39865","27"
"39886","27"
"39900","27"
"40029","27"
"40038","27"
"40070","27"
"40226","27"
"40371","27"
"44673","27"
"44914","27"
"44971","27"
"45397","27"
"45452","27"
"45480","27"
"45501","27"
"47051","27"
"49239","27"
"49706","27"
"51747","27"
"51868","27"
